city,city_ascii,lat,lng,country
Mazıdağı,Mazidagi,37.4792,40.4864,Turkey
Azle,Azle,32.8955,-97.5379,United States
Powell River,Powell River,49.8353,-124.5247,Canada
Sete Barras,Sete Barras,-24.3878,-47.9258,Brazil
Adi Keyh,Adi Keyh,14.8333,39.3667,Eritrea
Prudhoe,Prudhoe,54.961,-1.849,United Kingdom
Bonyhád,Bonyhad,46.3006,18.5309,Hungary
Triel-sur-Seine,Triel-sur-Seine,48.9808,2.0061,France
Kannudaiyāmpatti,Kannudaiyampatti,10.6377,78.4733,India
Balya,Balya,39.75,27.5833,Turkey
Gouandé,Gouande,10.7828,0.9186,Benin
Alovera,Alovera,40.5967,-3.2481,Spain
Waltershausen,Waltershausen,50.8975,10.5558,Germany
South Glengarry,South Glengarry,45.2,-74.5833,Canada
Petushki,Petushki,55.9333,39.4667,Russia
Adygeysk,Adygeysk,44.8832,39.1902,Russia
Hadamar,Hadamar,50.45,8.05,Germany
Culaba,Culaba,11.6578,124.5425,Philippines
Mettet,Mettet,50.3192,4.6569,Belgium
Shīnīlē,Shinile,9.6667,41.8333,Ethiopia
Bargaon,Bargaon,25.3455,84.6607,India
Claiborne,Claiborne,32.5379,-92.1981,United States
Berkeley Heights,Berkeley Heights,40.6764,-74.4244,United States
Barsaun,Barsaun,25.6316,84.4372,India
Castellbisbal,Castellbisbal,41.4767,1.9822,Spain
Ganapavaram,Ganapavaram,15.9232,80.5856,India
Betatao,Betatao,-18.2,47.8833,Madagascar
Ganapatipālaiyam,Ganapatipalaiyam,11.0309,77.3367,India
Mūlaikkaraippatti,Mulaikkaraippatti,8.5454,77.7679,India
Kapelle,Kapelle,51.4833,3.95,Netherlands
Ringnod,Ringnod,22.6113,74.9338,India
Ambalakindresy,Ambalakindresy,-21.1667,47.3333,Madagascar
Sali,Sali,26.9833,-0.0333,Algeria
Chabāl Kalān,Chabal Kalan,31.4818,74.7927,India
Santa Maria a Monte,Santa Maria a Monte,43.7,10.6833,Italy
Upperu,Upperu,16.65,77.5167,India
Qulan,Qulan,42.91,72.715,Kazakhstan
Tapiratiba,Tapiratiba,-21.4678,-46.7489,Brazil
Strunino,Strunino,56.3667,38.5833,Russia
Olivar Bajo,Olivar Bajo,-34.233,-70.883,Chile
Tsiately,Tsiately,-23.3167,47.6167,Madagascar
Mahaboboka,Mahaboboka,-22.9,44.3333,Madagascar
Belemoka,Belemoka,-21.7833,47.6167,Madagascar
Springbok,Springbok,-29.6667,17.8833,South Africa
Bad Doberan,Bad Doberan,54.1069,11.9053,Germany
San Antonio del Tequendama,San Antonio del Tequendama,4.6328,-74.3522,Colombia
North Perth,North Perth,43.73,-80.95,Canada
Kaspiyskiy,Kaspiyskiy,45.3908,47.3658,Russia
Tezontepec,Tezontepec,19.8833,-98.8167,Mexico
General Enrique Mosconi,General Enrique Mosconi,-22.6,-63.8167,Argentina
Jennings,Jennings,38.7231,-90.2644,United States
Gurgunta,Gurgunta,16.2875,76.6319,India
Bamessing,Bamessing,5.9847,10.3603,Cameroon
Piratininga,Piratininga,-22.4128,-49.135,Brazil
Pharkia,Pharkia,25.9384,87.4034,India
Loveland,Loveland,39.2677,-84.2733,United States
Periya Pattanam,Periya Pattanam,9.2726,78.9023,India
Honggu,Honggu,36.293,102.9575,China
Mahatsinjo,Mahatsinjo,-22.8,47.45,Madagascar
Neuhausen auf den Fildern,Neuhausen auf den Fildern,48.6844,9.2744,Germany
Rosbach vor der Höhe,Rosbach vor der Hohe,50.2986,8.7006,Germany
Noeux-les-Mines,Noeux-les-Mines,50.4797,2.6647,France
Sulingen,Sulingen,52.6667,8.8,Germany
Sirpur,Sirpur,19.4833,79.6,India
Befeta,Befeta,-21.2333,47.05,Madagascar
Ambodiampana,Ambodiampana,-14.5333,49.8667,Madagascar
Anjiajia,Anjiajia,-16.4833,46.9667,Madagascar
Bihtā,Bihta,25.5731,84.8358,India
Wantage,Wantage,51.589,-1.427,United Kingdom
Nartan,Nartan,43.5167,43.7,Russia
Mekra,Mekra,25.4705,85.8406,India
Dărmăneşti,Darmanesti,46.37,26.4797,Romania
Sagay,Sagay,9.1167,124.7167,Philippines
Tarnos,Tarnos,43.5406,-1.4614,France
Mercier,Mercier,45.32,-73.75,Canada
Milhã,Milha,-5.675,-39.1939,Brazil
Kaufungen,Kaufungen,51.2811,9.6186,Germany
South Stormont,South Stormont,45.0833,-74.9667,Canada
Governador Celso Ramos,Governador Celso Ramos,-27.315,-48.5589,Brazil
Jensen Beach,Jensen Beach,27.2437,-80.2423,United States
Lokāpur,Lokapur,16.1656,75.366,India
Andranomamy,Andranomamy,-16.6,47.1333,Madagascar
Leonforte,Leonforte,37.6417,14.3958,Italy
Medway,Medway,42.1535,-71.4291,United States
Ksar Sghir,Ksar Sghir,35.8419,-5.5586,Morocco
Olen,Olen,51.15,4.85,Belgium
West Monroe,West Monroe,32.512,-92.1513,United States
Saraiya,Saraiya,25.6467,84.6312,India
Kouti,Kouti,6.5542,2.6616,Benin
Scheeßel,Scheessel,53.1706,9.4831,Germany
Sakoabe,Sakoabe,-22.2,47.8333,Madagascar
Moody,Moody,33.5986,-86.4963,United States
Ban Bang Lamung,Ban Bang Lamung,13.047,100.9289,Thailand
Çavdır,Cavdir,37.155,29.6939,Turkey
Kathāniān,Kathanian,31.6373,74.7572,India
Ratanpur,Ratanpur,24.8996,86.2888,India
North Palm Beach,North Palm Beach,26.8217,-80.0576,United States
Hersbruck,Hersbruck,49.5081,11.4328,Germany
Chos Malal,Chos Malal,-37.3833,-70.2667,Argentina
Gumani,Gumani,9.45,-0.7667,Ghana
Vannivedu,Vannivedu,12.9173,79.353,India
Song Phi Nong,Song Phi Nong,14.2306,100.0389,Thailand
Ambohitsilaozana,Ambohitsilaozana,-17.6833,48.45,Madagascar
Monte Belo,Monte Belo,-21.3258,-46.3678,Brazil
Pudūr,Pudur,11.296,77.7478,India
Bagaura,Bagaura,26.0388,84.4624,India
Kūshk,Kushk,32.6428,51.5,Iran
Al Jumaylīyah,Al Jumayliyah,25.6208,51.0819,Qatar
Soddy-Daisy,Soddy-Daisy,35.2571,-85.1739,United States
Atmākūr,Atmakur,16.3364,77.8056,India
Semri,Semri,25.3404,84.197,India
Ambondrona,Ambondrona,-21.2667,46.9833,Madagascar
Tonoshō,Tonosho,34.4869,134.1884,Japan
Akseki,Akseki,37.0519,31.7842,Turkey
Glencullen,Glencullen,53.223,-6.216,Ireland
Fannūj,Fannuj,26.5758,59.6397,Iran
Lawaan,Lawaan,11.1408,125.3011,Philippines
Dover,Dover,40.5304,-81.4806,United States
Antônio Prado,Antonio Prado,-28.8578,-51.2828,Brazil
Macará,Macara,-4.3833,-79.95,Ecuador
Noceto,Noceto,44.8167,10.1833,Italy
Bagnolo Mella,Bagnolo Mella,45.4333,10.1833,Italy
Burgos,Burgos,17.3331,120.4944,Philippines
Harrison,Harrison,36.2438,-93.1198,United States
Newton,Newton,35.663,-81.2335,United States
Maryport,Maryport,54.7128,-3.4926,United Kingdom
Saint-Colomban,Saint-Colomban,45.73,-74.13,Canada
Grand Terrace,Grand Terrace,34.0312,-117.3132,United States
Ampanefena,Ampanefena,-13.8667,49.9667,Madagascar
Honiton,Honiton,50.8,-3.19,United Kingdom
Colesberg,Colesberg,-30.7167,25.1,South Africa
Treuchtlingen,Treuchtlingen,48.9553,10.9094,Germany
Pingtiancun,Pingtiancun,25.2225,114.6252,China
Jacksonville,Jacksonville,33.8088,-85.7545,United States
Cusset,Cusset,46.1344,3.4564,France
Nova Londrina,Nova Londrina,-22.7658,-52.985,Brazil
Morarano,Morarano,-18.9,47.3167,Madagascar
Ambodisakoana,Ambodisakoana,-15.4167,47.9333,Madagascar
Cedar Grove,Cedar Grove,40.8565,-74.2288,United States
Bedford,Bedford,41.3919,-81.536,United States
Claye-Souilly,Claye-Souilly,48.945,2.6867,France
Dorandā,Doranda,24.471,85.9449,India
Ben,Ben,32.5444,50.7461,Iran
Morafeno,Morafeno,-21.1,48.2,Madagascar
Graulhet,Graulhet,43.7608,1.9886,France
Mandritsara,Mandritsara,-19.55,47.05,Madagascar
Lowshān,Lowshan,36.6206,49.5106,Iran
Vöcklabruck,Vocklabruck,48.0086,13.6558,Austria
Herzberg am Harz,Herzberg am Harz,51.6575,10.3411,Germany
Crayford,Crayford,51.4491,0.1812,United Kingdom
Chernigovka,Chernigovka,44.3406,132.5689,Russia
Arohi,Arohi,23.427,88.6056,India
Frecheirinha,Frecheirinha,-3.76,-40.8158,Brazil
Gamboula,Gamboula,4.1333,15.15,Central African Republic
Chinnakkāmpālaiyam,Chinnakkampalaiyam,10.7064,77.4575,India
Peißenberg,Peissenberg,47.795,11.0603,Germany
San Lucas,San Lucas,13.4144,-86.6114,Nicaragua
Ortaklar,Ortaklar,37.8833,27.5,Turkey
Mirabela,Mirabela,-16.2628,-44.1639,Brazil
Kharar,Kharar,22.7,87.68,India
Annapolis Neck,Annapolis Neck,38.9409,-76.4997,United States
Stjørdalshalsen,Stjordalshalsen,63.4712,10.9189,Norway
Battulapalle,Battulapalle,14.5167,77.7833,India
Albatera,Albatera,38.1786,-0.8681,Spain
Hosir,Hosir,23.7735,85.8132,India
Tetiiv,Tetiiv,49.3708,29.69,Ukraine
Vieira do Minho,Vieira do Minho,41.6333,-8.1333,Portugal
Lacombe,Lacombe,52.4683,-113.7369,Canada
Amersfoort,Amersfoort,-27.0078,29.8711,South Africa
Ātmakūru,Atmakuru,14.6452,77.3554,India
Manalalondo,Manalalondo,-19.25,47.1167,Madagascar
Marovandrika,Marovandrika,-22.5167,47.6667,Madagascar
Evato,Evato,-22.6,47.6833,Madagascar
Bānsbāri,Bansbari,26.1934,87.4498,India
Kaji,Kaji,26.0249,102.7873,China
Kyotera,Kyotera,-0.6317,31.5433,Uganda
Alcácer do Sal,Alcacer do Sal,38.3725,-8.5136,Portugal
Campiglia Marittima,Campiglia Marittima,43.0667,10.6167,Italy
Tenmalai,Tenmalai,9.3129,77.4959,India
Manambolo,Manambolo,-15.2833,49.7,Madagascar
Juan de Herrera,Juan de Herrera,18.8667,-71.2333,Dominican Republic
Sebt Bni Garfett,Sebt Bni Garfett,35.25,-5.8333,Morocco
West Carrollton,West Carrollton,39.6701,-84.2542,United States
Abū Dīs,Abu Dis,31.7625,35.2658,West Bank
Čelákovice,Celakovice,50.1606,14.75,Czechia
Wächtersbach,Wachtersbach,50.2547,9.2919,Germany
Rochester,Rochester,42.6866,-83.1198,United States
Siderópolis,Sideropolis,-28.5978,-49.4239,Brazil
Halásztelek,Halasztelek,47.3608,18.9878,Hungary
Villa Nueva,Villa Nueva,-32.9,-68.7667,Argentina
Amborompotsy,Amborompotsy,-24.6667,44.95,Madagascar
Marovato,Marovato,-25.5333,45.2667,Madagascar
Santo Stino di Livenza,Santo Stino di Livenza,45.7333,12.6833,Italy
Notodden,Notodden,59.6294,9.1914,Norway
Boortmeerbeek,Boortmeerbeek,50.9833,4.5667,Belgium
Vikāsnagar,Vikasnagar,30.468,77.774,India
Rehti,Rehti,22.7378,77.434,India
Parigi,Parigi,13.8929,77.4598,India
Bryn,Bryn,53.499,-2.657,United Kingdom
Bemanevika,Bemanevika,-14.1333,50.1,Madagascar
Pharāha,Pharaha,24.8522,85.5471,India
Antsirabe Afovoany,Antsirabe Afovoany,-15.95,48.9667,Madagascar
Fehmarnsund,Fehmarnsund,54.4454,11.1702,Germany
El Marsa,El Marsa,36.8111,3.2556,Algeria
Kotra,Kotra,22.7062,88.5411,India
Ankilimalinika,Ankilimalinika,-22.95,43.5667,Madagascar
Sandrakatsy,Sandrakatsy,-16.3333,49.6167,Madagascar
Manambidala,Manambidala,-22.75,47.2667,Madagascar
Shahr-e Herāt,Shahr-e Herat,30.0547,54.3717,Iran
Isaka-Ivondro,Isaka-Ivondro,-24.8,46.85,Madagascar
Andreba,Andreba,-14.5833,48.1833,Madagascar
Ambararata,Ambararata,-15.0167,48.6333,Madagascar
Gárdony,Gardony,47.1973,18.6091,Hungary
La Chapelle-Saint-Luc,La Chapelle-Saint-Luc,48.3119,4.0444,France
Tabocas do Brejo Velho,Tabocas do Brejo Velho,-12.7058,-44.0069,Brazil
Pallejá,Palleja,41.4242,1.9978,Spain
Mudhol,Mudhol,18.9667,77.9167,India
Solofra,Solofra,40.8333,14.85,Italy
Sahavalanina-Antenina,Sahavalanina-Antenina,-16.5667,49.25,Madagascar
Ankilivalo,Ankilivalo,-20.2833,44.6333,Madagascar
Bolongongo,Bolongongo,-8.4667,15.25,Angola
Linnich,Linnich,50.9789,6.2678,Germany
Portland,Portland,36.5921,-86.5239,United States
Mamborê,Mambore,-24.3189,-52.53,Brazil
Schodack,Schodack,42.5297,-73.6858,United States
Mangindrano,Mangindrano,-14.2833,48.9667,Madagascar
Lansdowne,Lansdowne,39.0844,-77.4839,United States
Mahāgama,Mahagama,25.0342,87.3187,India
Ambohimahavelona,Ambohimahavelona,-23.4333,43.8833,Madagascar
Tāran,Taran,26.157,87.543,India
Mineiros do Tietê,Mineiros do Tiete,-22.4089,-48.4508,Brazil
Amboaboa,Amboaboa,-15.9333,48.7167,Madagascar
Cambridge,Cambridge,38.5515,-76.0787,United States
Ambahoabe,Ambahoabe,-16.7667,49.5,Madagascar
Ban Tat,Ban Tat,17.2791,102.8022,Thailand
Puttānattam,Puttanattam,10.467,78.3687,India
Oulad Rahmoun,Oulad Rahmoun,32.3278,-6.5006,Morocco
Anolaima,Anolaima,4.7617,-74.464,Colombia
Solana Beach,Solana Beach,32.9943,-117.2574,United States
Andohajango,Andohajango,-15.9,48.5,Madagascar
North Adams,North Adams,42.6844,-73.1166,United States
Shiwan,Shiwan,37.4786,109.423,China
Ampitasimo,Ampitasimo,-17.7833,48.3833,Madagascar
Ilafy,Ilafy,-17.8833,48.4167,Madagascar
Morungaba,Morungaba,-22.88,-46.7917,Brazil
Kirikera,Kirikera,13.769,77.4841,India
Brieselang,Brieselang,52.5833,13,Germany
Maktar,Maktar,35.8606,9.2058,Tunisia
Tranovaho,Tranovaho,-25.3,44.9667,Madagascar
Ampanavoana,Ampanavoana,-15.6667,50.2,Madagascar
Ambatolampy,Ambatolampy,-18.9,46.1167,Madagascar
Parker,Parker,34.8513,-82.4512,United States
Hanumantanpatti,Hanumantanpatti,9.7858,77.317,India
Bonneville,Bonneville,46.0789,6.4008,France
Antongomena-Bevary,Antongomena-Bevary,-15.95,45.9333,Madagascar
Trezzo sull’Adda,Trezzo sull'Adda,45.6089,9.52,Italy
Plan-de-Cuques,Plan-de-Cuques,43.3469,5.4631,France
Zhdanivka,Zhdanivka,48.15,38.25,Ukraine
Lauritsala,Lauritsala,61.0708,28.2597,Finland
Sunne,Sunne,59.8333,13.1333,Sweden
Bni Khloug,Bni Khloug,32.65,-7.3833,Morocco
Wanderley,Wanderley,-12.12,-43.8878,Brazil
Haslev,Haslev,55.3333,11.9667,Denmark
Ambakireny,Ambakireny,-17.6667,47.85,Madagascar
Galashiels,Galashiels,55.6194,-2.8033,United Kingdom
Bejofo,Bejofo,-17.8333,48.2333,Madagascar
Chapantongo,Chapantongo,20.2833,-99.4,Mexico
Kalingiyam,Kalingiyam,11.4324,77.4178,India
Gomparou,Gomparou,11.3,2.4489,Benin
Kanel,Kanel,15.4833,-13.1667,Senegal
Sirūr,Sirur,16.0965,75.7858,India
Santa Luzia do Itanhy,Santa Luzia do Itanhy,-11.3508,-37.4478,Brazil
Dorado,Dorado,18.4657,-66.2726,Puerto Rico
Divnoye,Divnoye,45.9072,43.3558,Russia
Ḩarmah,Harmah,25.9261,45.3336,Saudi Arabia
St. Ann,St. Ann,38.7266,-90.3872,United States
Upanema,Upanema,-5.6419,-37.2578,Brazil
Kesabpur,Kesabpur,22.97,88.26,India
Khajuri,Khajuri,25.9144,86.6772,India
Maroviro,Maroviro,-21.2333,44.7333,Madagascar
Chero,Chero,25.2463,85.8169,India
Bou Adel,Bou Adel,34.5428,-4.5075,Morocco
Loyish Shaharchasi,Loyish Shaharchasi,39.8839,66.7481,Uzbekistan
Guisser,Guisser,32.7667,-7.5,Morocco
Amboise,Amboise,47.4114,0.9825,France
Sooke,Sooke,48.3761,-123.7378,Canada
Green Valley,Green Valley,39.3414,-77.24,United States
Meadville,Meadville,41.6476,-80.1468,United States
Chaiyo,Chaiyo,14.6666,100.4702,Thailand
Miami,Miami,36.8878,-94.8711,United States
Antri,Antri,26.0581,78.21,India
Rozhyshche,Rozhyshche,50.9131,25.27,Ukraine
Dagmāra,Dagmara,26.3953,86.7601,India
Oatfield,Oatfield,45.4125,-122.594,United States
Joppatowne,Joppatowne,39.4181,-76.3516,United States
Antigua,Antigua,28.416,-14.0118,Spain
Bruay-sur-l’Escaut,Bruay-sur-l'Escaut,50.3983,3.5394,France
Teutschenthal,Teutschenthal,51.45,11.8,Germany
Maizières-lès-Metz,Maizieres-les-Metz,49.2122,6.1611,France
Brzeg Dolny,Brzeg Dolny,51.2708,16.7208,Poland
Mercogliano,Mercogliano,40.9231,14.7428,Italy
Perez,Perez,14.1833,121.9333,Philippines
Mariánské Lázně,Marianske Lazne,49.9647,12.7011,Czechia
Montgomeryville,Montgomeryville,40.2502,-75.2405,United States
Ifs,Ifs,49.1383,-0.3531,France
Nagar,Nagar,24.0914,87.9888,India
San Juan Tecuaco,San Juan Tecuaco,14.0836,-90.2664,Guatemala
Motkūr,Motkur,17.45,79.2667,India
Franeker,Franeker,53.2,5.5333,Netherlands
Piketberg,Piketberg,-32.9,18.7667,South Africa
Borgosesia,Borgosesia,45.7167,8.2667,Italy
Conceição do Rio Verde,Conceicao do Rio Verde,-21.8808,-45.085,Brazil
South Daytona,South Daytona,29.1657,-81.0055,United States
Itayanagi,Itayanagi,40.6959,140.4572,Japan
Gornyak,Gornyak,50.9833,81.4667,Russia
Dāmarcherla,Damarcherla,16.7269,79.6369,India
Chinna Gollapālem,Chinna Gollapalem,16.3701,81.5322,India
Montecorvino Rovella,Montecorvino Rovella,40.7,14.9833,Italy
Schongau,Schongau,47.8167,10.9,Germany
Licínio de Almeida,Licinio de Almeida,-14.6819,-42.5078,Brazil
Nyāmti,Nyamti,14.14,75.56,India
Pianiga,Pianiga,45.4583,12.008,Italy
Kent,Kent,41.4735,-73.7319,United States
Dawson Creek,Dawson Creek,55.7606,-120.2356,Canada
Palmital,Palmital,-24.8928,-52.2028,Brazil
Karāhal,Karahal,25.4909,77.0543,India
Yavoriv,Yavoriv,49.9469,23.3931,Ukraine
Anderlues,Anderlues,50.408,4.2696,Belgium
Saposoa,Saposoa,-6.9364,-76.7718,Peru
Tashi,Tashi,34.4977,106.5281,China
Trenton,Trenton,39.4792,-84.462,United States
Grave,Grave,51.7667,5.7333,Netherlands
Kashasha,Kashasha,-1.7578,31.6158,Tanzania
Larkspur,Larkspur,37.9393,-122.5312,United States
Timberlake,Timberlake,37.3167,-79.2481,United States
Ulubey,Ulubey,38.4167,29.2833,Turkey
Arluno,Arluno,45.5,8.9333,Italy
Bonita,Bonita,32.6651,-117.0296,United States
Kafr Buhum,Kafr Buhum,35.0611,36.6972,Syria
Gibraleón,Gibraleon,37.3753,-6.9694,Spain
Saúde,Saude,-10.9408,-40.4178,Brazil
Peraiyūr,Peraiyur,9.7341,77.79,India
Monte San Giovanni Campano,Monte San Giovanni Campano,41.6333,13.5167,Italy
Syston,Syston,52.7,-1.08,United Kingdom
Santiago,Santiago,9.8291,-84.3044,Costa Rica
Sante Bennūr,Sante Bennur,14.1697,76.0033,India
Lipari,Lipari,38.4667,14.95,Italy
Sun Village,Sun Village,34.5596,-117.9558,United States
Santo Tomás La Unión,Santo Tomas La Union,14.6333,-91.3833,Guatemala
Broussard,Broussard,30.1396,-91.954,United States
Moka,Moka,15.238,77.0599,India
Overlea,Overlea,39.3642,-76.5175,United States
Cantagalo,Cantagalo,-25.3739,-52.1258,Brazil
Nandyālampeta,Nandyalampeta,14.7218,78.8083,India
Yuza,Yuza,39.0148,139.9088,Japan
Hajdúhadház,Hajduhadhaz,47.6833,21.6667,Hungary
Herk-de-Stad,Herk-de-Stad,50.9406,5.1672,Belgium
Provins,Provins,48.5589,3.2994,France
Üllő,Ullo,47.3854,19.3439,Hungary
Ribeirão do Pinhal,Ribeirao do Pinhal,-23.4167,-50.35,Brazil
Claremont,Claremont,43.379,-72.3368,United States
Mogocha,Mogocha,53.7333,119.7667,Russia
Kisara,Kisara,17.5233,78.6677,India
Beelitz,Beelitz,52.2333,12.9667,Germany
Mándra,Mandra,38.0667,23.5,Greece
Kuyganyor,Kuyganyor,40.8611,72.3111,Uzbekistan
Andijon,Andijon,40.6444,72.3639,Uzbekistan
Lucena,Lucena,-6.9,-34.8689,Brazil
Rushall,Rushall,52.611,-1.957,United Kingdom
Rokupr,Rokupr,9.0167,-12.95,Sierra Leone
Misaki,Misaki,34.9979,133.9582,Japan
Santo Niño,Santo Nino,11.9263,124.4492,Philippines
Japoatã,Japoata,-10.3469,-36.8008,Brazil
Jagdīshpur,Jagdishpur,26.1526,86.1146,India
Croxley Green,Croxley Green,51.647,-0.445,United Kingdom
Mablethorpe,Mablethorpe,53.3409,0.261,United Kingdom
Sothgaon,Sothgaon,26.6046,85.9473,India
Balbalan,Balbalan,17.4436,121.2008,Philippines
Arês,Ares,-6.1939,-35.16,Brazil
Ibaretama,Ibaretama,-4.8039,-38.7528,Brazil
Ribeirão Bonito,Ribeirao Bonito,-22.0669,-48.1758,Brazil
Velten,Velten,52.6833,13.1833,Germany
Mar de Espanha,Mar de Espanha,-21.8669,-43.01,Brazil
San Pablo,San Pablo,1.6725,-77.0139,Colombia
De Haan,De Haan,51.2731,3.0336,Belgium
Hāthidāh Buzurg,Hathidah Buzurg,25.3716,85.9857,India
Kingsbury,Kingsbury,43.344,-73.5396,United States
Ridge,Ridge,40.9068,-72.8816,United States
Vadnais Heights,Vadnais Heights,45.057,-93.0748,United States
Castel Goffredo,Castel Goffredo,45.2981,10.475,Italy
El Qâa,El Qaa,34.3436,36.4756,Lebanon
Takamori,Takamori,35.5138,137.8739,Japan
Gerpinnes,Gerpinnes,50.3369,4.5283,Belgium
Rivarolo Canavese,Rivarolo Canavese,45.3312,7.7171,Italy
Kakching Khunou,Kakching Khunou,24.4047,93.8998,India
Santa Margarita,Santa Margarita,39.7033,3.1036,Spain
Vaddāpalli,Vaddapalli,18.5324,77.895,India
Pell City,Pell City,33.561,-86.2669,United States
Zhongling,Zhongling,28.9391,107.7073,China
Lake Country,Lake Country,50.0833,-119.4142,Canada
Chamical,Chamical,-30.3667,-66.3167,Argentina
Veľký Krtíš,Vel'ky Krtis,48.215,19.3381,Slovakia
Ban Laem,Ban Laem,13.2168,99.9767,Thailand
Douar Oulad Youssef,Douar Oulad Youssef,32.4807,-6.3769,Morocco
Kaviti,Kaviti,19.0167,84.6833,India
Asahi,Asahi,35.0343,136.6644,Japan
Peligros,Peligros,37.2333,-3.6333,Spain
Sim,Sim,54.9833,57.7,Russia
Kaeng Khoi,Kaeng Khoi,14.5864,100.9967,Thailand
Big Bear City,Big Bear City,34.2536,-116.7903,United States
Hungen,Hungen,50.4667,8.9,Germany
Mādugula,Madugula,17.9167,82.8,India
San Mateo,San Mateo,9.74,-64.5531,Venezuela
Brzeziny,Brzeziny,51.8,19.75,Poland
Magdalena Milpas Altas,Magdalena Milpas Altas,14.5453,-90.6753,Guatemala
Frutillar,Frutillar,-41.1258,-73.0605,Chile
Avrig,Avrig,45.7081,24.3747,Romania
Palacagüina,Palacaguina,13.455,-86.405,Nicaragua
Saint-André-de-Cubzac,Saint-Andre-de-Cubzac,44.9947,-0.4458,France
Niefern-Öschelbronn,Niefern-Oschelbronn,48.9164,8.7842,Germany
Uruoca,Uruoca,-3.3139,-40.5569,Brazil
Ambalarondra,Ambalarondra,-18.4667,48.9833,Madagascar
Milovice,Milovice,50.226,14.8887,Czechia
Kot Shamir,Kot Shamir,30.1191,75.0058,India
Trent Hills,Trent Hills,44.3142,-77.8514,Canada
Tomar do Geru,Tomar do Geru,-11.3728,-37.8408,Brazil
Malaryta,Malaryta,51.7833,24.0833,Belarus
Beaufort,Beaufort,32.4597,-80.7235,United States
Möckern,Mockern,52.1406,11.9525,Germany
Tizgane,Tizgane,35.4136,-5.0696,Morocco
Mesolóngi,Mesolongi,38.3692,21.4278,Greece
Purén,Puren,-38.0319,-73.0728,Chile
Āppukkudal,Appukkudal,11.4684,77.5766,India
Kilindoni,Kilindoni,-7.9167,39.65,Tanzania
Esmoriz,Esmoriz,40.955,-8.627,Portugal
Vyazemskiy,Vyazemskiy,47.525,134.7572,Russia
Pilar,Pilar,10.807,124.565,Philippines
Marikal,Marikal,16.602,77.7294,India
Kasba Tanora,Kasba Tanora,32.4751,-6.1498,Morocco
Woodhaven,Woodhaven,42.132,-83.2374,United States
Holiday City-Berkeley,Holiday City-Berkeley,39.9639,-74.2787,United States
Sainte-Marie,Sainte-Marie,46.45,-71.0333,Canada
Barud,Barud,21.7497,75.527,India
Belagal,Belagal,15.8183,77.6702,India
Sonāpur,Sonapur,26.3716,87.2162,India
Valencia West,Valencia West,32.1355,-111.1123,United States
Villeneuve-lès-Avignon,Villeneuve-les-Avignon,43.9664,4.7958,France
Kuala Kurun,Kuala Kurun,-1.1016,113.8664,Indonesia
Le Chambon-Feugerolles,Le Chambon-Feugerolles,45.3961,4.325,France
Florange,Florange,49.3214,6.1183,France
Muthuswāmipuram,Muthuswamipuram,9.39,77.4887,India
Brugg,Brugg,47.4864,8.2067,Switzerland
Gajhara,Gajhara,26.5237,86.3715,India
Chodavaram,Chodavaram,17.438,81.7781,India
Bassersdorf,Bassersdorf,47.4431,8.6283,Switzerland
Ālwārkurichchi,Alwarkurichchi,8.7838,77.3952,India
Siur,Siur,24.8166,85.6728,India
Laarne,Laarne,51.0167,3.85,Belgium
Varzaneh,Varzaneh,32.4197,52.6483,Iran
New Hanover,New Hanover,40.3145,-75.5566,United States
Kārvetnagar,Karvetnagar,13.4167,79.45,India
Strombeek-Bever,Strombeek-Bever,50.91,4.35,Belgium
Hemsbach,Hemsbach,49.5903,8.6564,Germany
Surkhakhi,Surkhakhi,43.1878,44.9036,Russia
Garkha,Garkha,25.8293,84.8617,India
Lynnfield,Lynnfield,42.5356,-71.0382,United States
Novhorod-Siverskyi,Novhorod-Siverskyi,51.9972,33.2667,Ukraine
Saint-Jean,Saint-Jean,43.6653,1.505,France
Arrigorriaga,Arrigorriaga,43.2078,-2.8861,Spain
Pebberu,Pebberu,16.2167,77.9833,India
Mānegaon,Manegaon,23.2062,80.0123,India
L’Isle-Adam,L'Isle-Adam,49.1111,2.2228,France
Choró,Choro,-4.8428,-39.1408,Brazil
Dharhara,Dharhara,25.2543,86.403,India
Raun,Raun,25.6462,86.3869,India
Churchdown,Churchdown,51.88,-2.17,United Kingdom
Richton Park,Richton Park,41.4816,-87.7387,United States
Arhribs,Arhribs,36.8022,4.3227,Algeria
Lubaczów,Lubaczow,50.15,23.1167,Poland
Bhandārso,Bhandarso,26.178,86.1415,India
Grumo Appula,Grumo Appula,41.0167,16.7,Italy
Berja,Berja,36.8453,-2.9469,Spain
Chiatura,Chiatura,42.2903,43.2819,Georgia
Almirante,Almirante,9.3,-82.4,Panama
Limburgerhof,Limburgerhof,49.4222,8.3919,Germany
Cornwall,Cornwall,41.4195,-74.054,United States
Oxapampa,Oxapampa,-10.574,-75.405,Peru
Lauenburg,Lauenburg,53.3833,10.5667,Germany
Voerendaal,Voerendaal,50.8833,5.9333,Netherlands
Partiāla,Partiala,16.4537,80.3039,India
Mora,Mora,61.0167,14.5333,Sweden
Rasaunk,Rasaunk,25.5537,86.5117,India
New Kingman-Butler,New Kingman-Butler,35.2645,-114.0091,United States
East Hampton,East Hampton,41.5696,-72.5074,United States
